"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	010","Department of the Interior",010-000001547,010-000001547,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Audit Report Tracking Tool (ARTT)","The Audit Report Tracking Tool (ARTT) is a caseload management system used by the Division of Internal Evaluation and Assessment (DIEA) and Indian Affairs (IA) to compile and track information on Tribes and Tribal organizations single audit reports.","361 - American Indian and Alaskan Native Relations",0.00315,0.003649,0.046304,0,0,0,0,0,0,0,0.00315,0,0.003649,0,0.046304,0,0.046304,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000070,010-000000070,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	01","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - National Irrigation Information Management System (NIIMS)","NIIMS is a billing, collection, and rate setting system for irrigation O&M and construction accounts. Works with FBMS to provide complete debt management in accordance with DOI/BIA & Treasury requirements.","361 - American Indian and Alaskan Native Relations",0.919,2.729,1.56,0.208,0,1.658,0,0.517,0,0.517,0.711,0,1.071,0,1.043,0,1.043,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000002,010-000000002,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - BusinessObjects Enterprise System (BOES)","BusinessObjects Enterprise System (BOES) is a business intelligence (BI) platform that provides a single standard for Indian Affairs enterprise reporting. The system supports financial and non-financial reporting for better management decision making.","318 - Business Analytics",0.595,0.585,0.585,0,0,0,0,0,0,0,0.595,0,0.585,0,0.585,0,0.585,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000083,010-000000083,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIE - Native American Student Information System (NASIS)","The purpose of the Native American Student Information System (NASIS) investment is to improve student achievement through a student data management system for the Bureau of Indian Education (BIE).","361 - American Indian and Alaskan Native Relations",1.43897,1.43897,1.43897,0,0,0,0,0,0,0,1.43897,0,1.43897,0,1.43897,0,1.43897,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000074,010-000000074,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Self-Governance Management Database (SGDB)","A reporting system that supports the management and maintenance of Self-Governance tribal compact financial award data.","361 - American Indian and Alaskan Native Relations",0.021,0.096,0.096,0,0,0.075,0,0.075,0,0.075,0.021,0,0.021,0,0.021,0,0.021,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002250,010-000002250,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","02 - IT Security & Compliance","00 - Investment Line","BIA - Infrastructure - IT Security & Compliance","This investment captures bureau infrastructure costs that roll up to a parent investment.","315 - Threat and Vulnerability Management",6.1647,5.12094,6.144298,0,0,0,0,0,0,0,6.1647,0,5.12094,0,6.144298,0,6.144298,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000012,010-000000012,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Electric Utility Management System (EUMS)","EUMS investment is used daily to provide the functions necessary to operate an electrical service utility, including billing, collections, service orders, meter reading, and managing customer accounts. It is funded through customer billing fees collected.","361 - American Indian and Alaskan Native Relations",0.546193,0.099588,0.171622,0,0,0,0,0,0,0,0.546193,0,0.099588,0,0.171622,0,0.171622,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001920,010-000001920,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Tracking Accountability Performance System (TAPS)","TAPS is a tool to enhance workforce management practices, maximize productivity, ensure at a transaction level, that program goals and objectives are accomplished in a timely manner. Provides quick access to case data for responding to beneficiaries.","361 - American Indian and Alaskan Native Relations",0.067494,0.193,0.050386,0.01,0,0.173,0,0,0,0,0.057494,0,0.02,0,0.050386,0,0.050386,"	5",0,0,0.0755,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000014,010-000000014,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Enterprise Geospatial Program","BOGS is responsible for implementing, maintaining and managing the ESRI ELA. BOGS operates a 1st tier helpdesk, extended helpdesk and all functions related to the ESRI ELA. BOGS also operates a nationwide GIS related training program.","590 - Mapping / Geospatial",1.865,1.955,1.955,0,0,0,0,0,0,0,1.865,0,1.955,0,1.955,0,1.955,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000710,010-000000710,"00 - Agency Investments",,N/A,"01 - Not Applicable","	84","Departmental Offices","01 - Mission Delivery","	03","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","ONRR - Minerals Revenue Management Support System (MRMSS)","Minerals Revenue Management Support System is utilized by ONRR to collect, account for, analyze, audit, and disburse approximately $8 billion in annual revenues from Federal and Indian energy and mineral leases.","019 - Energy Production and Transmission",17.713,18.513,27.113,0,0,0,0,8.6,0,8.6,17.713,0,18.513,0,18.513,0,18.513,"	1",2.675,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000002260,010-000002260,"00 - Agency Investments",,N/A,"01 - Not Applicable","	84","Departmental Offices","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","02 - IT Security & Compliance","00 - Investment Line","ONRR - Infrastructure - IT Security & Compliance","This investment captures bureau infrastructure costs that roll up to a parent investment.","315 - Threat and Vulnerability Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	5",0,0,0,2020,"Eliminated by consolidation",2019-04-03,18:52:01
"	010","Department of the Interior",010-000002181,010-000002513,"00 - Agency Investments",,N/A,"01 - Not Applicable","	86","Office of the Solicitor","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","05 - Data Center and Cloud","00 - Investment Line","SOL - Infrastructure - Data Center & Cloud","SOL standard Data Center & Cloud investment.","139 - Provide and Maintain IT Infrastructure",0.465882,0.483614,0.502054,0,0,0,0,0,0,0,0.465882,0,0.483614,0,0.502054,0,0.502054,"	5",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000357,010-000000966,"00 - Agency Investments",,N/A,"01 - Not Applicable","	86","Office of the Solicitor","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","04 - Network","00 - Investment Line","SOL - Infrastructure - Local Area Network","Office of the Solicitor General Support System Local Area Network Services.","139 - Provide and Maintain IT Infrastructure",0.0255,0.12652,0.047581,0,0,0,0,0,0,0,0.0255,0,0.12652,0,0.047581,0,0.047581,"	4",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000002310,010-000002310,"00 - Agency Investments",,N/A,"01 - Not Applicable","	86","Office of the Solicitor","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","SOL - Case Matter Tracking System","SOL seeks to design and build a tracking system to facilitate coordination, tracking, managing, and reporting of legal services provided to all DOI customers.","531 - Case Management",0,0.25,0.39728,0,0,0.25,0,0.39728,0,0.39728,0,0,0,0,0,0,0,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",,010-000002389,"00 - Agency Investments",,N/A,"07 - Other","	86","Office of the Solicitor","02 - Administrative Services and Support Systems","	08","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","SOL - Legal Hold Pro","This system satisfies DOI's legal obligation to preserve emails and other information that may be relevant to anticipated or pending litigation related to all litigation in which the Department is involved.","053 - Legal Investigation",0.331299,0.334391,0.456299,0,0,0,0,0,0,0,0.331299,0,0.334391,0,0.456299,0,0.456299,"	5",0,0,0,2020,New,2019-04-03,18:52:02
"	010","Department of the Interior",010-000002264,010-000002264,"00 - Agency Investments",,N/A,"01 - Not Applicable","	86","Office of the Solicitor","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","02 - IT Security & Compliance","00 - Investment Line","SOL - Infrastructure - IT Security & Compliance","This investment captures bureau infrastructure costs that roll up to a parent investment.","315 - Threat and Vulnerability Management",0.427584,0.444561,0.462342,0,0,0,0,0,0,0,0.427584,0,0.444561,0,0.462342,0,0.462342,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000330,010-000002545,"00 - Agency Investments",,N/A,"01 - Not Applicable","	86","Office of the Solicitor","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","06 - End User","00 - Investment Line","SOL - Infrastructure - End User","SOL standard End User investment.","139 - Provide and Maintain IT Infrastructure",0.510087,0.525413,0.541346,0,0,0,0,0,0,0,0.510087,0,0.525413,0,0.541346,0,0.541346,"	5",0,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",010-000000947,010-000000947,"00 - Agency Investments",,N/A,"07 - Other","	86","Office of the Solicitor","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - Ethics Financial Disclosure System","Acquire and Implement automated system for producing and tracking financial disclosure and other documents in support of Ethics activities.","077 - Inspection and Auditing ",0.324505,0.353631,0.360561,0,0,0,0,0,0,0,0.324505,0,0.353631,0,0.360561,0,0.360561,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002181,010-000002512,"00 - Agency Investments",,N/A,"01 - Not Applicable","	90","Office of the Special Trustee for American Indians","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","05 - Data Center and Cloud","00 - Investment Line","OST - Infrastructure - Data Center & Cloud","Data Center and Cloud services to the OST LAN/WAN (OSTNet) General Support System (GSS).","139 - Provide and Maintain IT Infrastructure",1.116398,1.116398,1.613547,0,0,0,0,0,0,0,1.116398,0,1.116398,0,1.613547,0,1.613547,"	5",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000703,010-000000703,"00 - Agency Investments",,N/A,"01 - Not Applicable","	90","Office of the Special Trustee for American Indians","01 - Mission Delivery","	05","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","OST - Accounting Reconciliation Tool (ART)","The Accounting Reconciliation Tool (ART) enables Interior to comply with the U.S. District Court for the District of Columbia order for a historical accounting of IIM and Tribal Trust accounts and the Trust Funds Management Reform Act of 1994.","361 - American Indian and Alaskan Native Relations",0.998,0.998,1.123,0,0,0,0,0,0,0,0.998,0,0.998,0,1.123,0,1.123,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000357,010-000000913,"00 - Agency Investments",,N/A,"01 - Not Applicable","	90","Office of the Special Trustee for American Indians","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","04 - Network","00 - Investment Line","OST - Infrastructure - Local Area Network","OST LAN/WAN (OSTNet) General Support System (GSS) provides the networking infrastructure, messaging environment, and application/database/file/print services in support of mission activities and all Trust initiatives.","139 - Provide and Maintain IT Infrastructure",0.644,0.644,0.3053,0,0,0,0,0,0,0,0.644,0,0.644,0,0.3053,0,0.3053,"	5",0,0,0,2020,Split,2019-04-03,18:52:02
